84,31,71,0,15:39:20
84,31,70,99,15:39:21
84,31,71,0,15:39:21
84,31,61,0,15:39:22
84,31,71,1,15:39:22
84,31,61,0,15:39:23
84,31,71,1,15:39:23
84,31,71,2,15:39:24
84,31,71,2,15:39:24
84,31,71,2,15:39:25
84,31,71,2,15:39:26
84,31,71,3,15:39:26
84,31,81,4,15:39:27
84,31,81,4,15:39:27
84,31,81,4,15:39:28
84,31,81,3,15:39:28
84,31,71,3,15:39:29
84,31,81,4,15:39:29
84,31,81,3,15:39:30
84,31,81,4,15:39:31
84,31,81,4,15:39:31
84,31,81,4,15:39:32
84,31,81,4,15:39:32
84,31,81,3,15:39:33
84,31,81,3,15:39:33
84,31,81,4,15:39:34
84,31,81,4,15:39:34
84,31,81,4,15:39:35
84,31,81,4,15:39:36
84,31,81,2,15:39:36
84,31,71,0,15:39:37
84,31,71,0,15:39:37
84,31,81,1,15:39:38
84,31,71,1,15:39:38
84,31,81,1,15:39:39
84,31,81,2,15:39:39
84,31,81,2,15:39:40
84,31,81,2,15:39:40
84,31,81,2,15:39:41
84,31,81,2,15:39:42
84,31,71,2,15:39:42
84,31,71,1,15:39:43
84,31,61,0,15:39:43
84,31,60,99,15:39:44
84,31,70,99,15:39:44
84,31,71,0,15:39:45
84,31,81,0,15:39:45
84,31,81,1,15:39:46
84,31,91,2,15:39:47
84,31,91,0,15:39:47
84,31,91,0,15:39:48
84,31,91,0,15:39:48
84,31,101,1,15:39:49
84,31,111,3,15:39:49
84,31,111,1,15:39:50
84,31,111,2,15:39:50
84,31,111,2,15:39:51
84,31,101,2,15:39:51
84,31,101,2,15:39:52
84,31,111,3,15:39:53
84,31,111,1,15:39:53
84,31,90,99,15:39:54
84,31,90,97,15:39:54
84,31,90,97,15:39:55
84,31,80,95,15:39:55
84,31,80,93,15:39:56
84,31,90,93,15:39:56
84,31,90,94,15:39:57
84,31,100,95,15:39:58
84,31,110,95,15:39:58
84,31,120,97,15:39:59
84,31,130,99,15:39:59
84,31,151,2,15:40:00
84,31,151,3,15:40:00
84,31,161,5,15:40:01
84,31,151,4,15:40:01
84,31,151,4,15:40:02
84,31,151,5,15:40:02
84,31,161,7,15:40:03
84,31,171,8,15:40:04
84,31,171,8,15:40:04
84,31,161,8,15:40:05
84,31,171,9,15:40:05
84,31,171,10,15:40:06
84,31,171,11,15:40:06
84,31,171,11,15:40:07
84,31,181,12,15:40:07
84,31,171,11,15:40:08
84,31,171,10,15:40:09
84,31,171,9,15:40:09
84,31,171,10,15:40:10
84,31,171,11,15:40:10
84,31,171,11,15:40:11
84,31,171,12,15:40:11
84,31,181,12,15:40:12
84,31,171,12,15:40:12
84,31,161,11,15:40:13
84,31,161,11,15:40:13
84,31,161,10,15:40:14
84,31,161,11,15:40:15
84,31,161,11,15:40:15
84,31,161,10,15:40:16
84,31,151,10,15:40:16
84,31,161,10,15:40:17
84,31,151,10,15:40:17
84,31,151,10,15:40:18
84,31,161,11,15:40:18
84,31,151,11,15:40:19
84,31,151,11,15:40:20
84,31,151,10,15:40:20
84,31,151,10,15:40:21
84,31,151,11,15:40:21
84,31,151,11,15:40:22
84,31,151,11,15:40:22
84,31,151,11,15:40:23
84,31,141,9,15:40:23
84,31,141,9,15:40:24
84,31,141,11,15:40:24
84,31,151,10,15:40:25
84,31,151,10,15:40:26
84,31,141,9,15:40:26
84,31,141,9,15:40:27
84,31,151,9,15:40:27
84,31,151,10,15:40:28
84,31,141,9,15:40:28
84,31,141,9,15:40:29
84,31,141,10,15:40:29
84,31,161,10,15:40:30
84,31,151,10,15:40:31
84,31,151,11,15:40:31
84,31,141,11,15:40:32
84,31,141,11,15:40:32
84,31,141,11,15:40:33
